ACCT_ID,FIRST_YR_CUSTOMER,COUNTRY,ACCT_MGR_STATUS,ACCT_REVENUE_CAT,ACCT_EMPLOYEE_CAT,ACCT_TYPE,NPS_SCORE_2015,NPS_SCORE_2016,MEDICAL_REVENUE_2015,SCIENTIFIC_REVENUE_2015,TECHNICAL_REVENUE_2015,MEDICAL_REVENUE_2016,SCIENTIFIC_REVENUE_2016,TECHNICAL_REVENUE_2016,MEDICAL_NO_SESSIONS_2015,SCIENTIFIC_NO_SESSIONS_2015,TECHNICAL_NO_SESSIONS_2015,MEDICAL_NO_SESSIONS_2016,SCIENTIFIC_NO_SESSIONS_2016,TECHNICAL_NO_SESSIONS_2016,USERS_2015,USERS_2016,STATUS
14959538,2016,GERMANY,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate,,,,,,211.2,,180.4,,,,11.0,,4.0,,4.0,Active
14963461,2016,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Research,,10.0,,,,62.7,41.8,52.25,,,,25.0,6.0,,,1.0,Active
14990286,2016,RUSSIA,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Academic,,,,,,,149.6,,,,,,40.0,,,4.0,Active
14998045,2016,IRELAND,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate,,,,,,66.0,,55.0,,,,7.0,,28.0,,1.0,Active
15016335,2016,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,,,,,,66.0,44.0,,,,,5.0,31.0,,,1.0,Active
15103762,2016,UNITED STATES,MANAGER,$1bn+,1001 - 5000 employees,Corporate,,10.0,,,,,44.0,,,,,,33.0,,,1.0,Active
15140402,2016,RUSSIA,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,,,,,,,149.6,180.4,,,,,94.0,77.0,,4.0,Active
15159257,2016,SPAIN,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research,,,,,,66.0,,55.0,,,,9.0,,11.0,,1.0,Active
15176358,2016,GERMANY,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic,,,,,,62.7,41.8,52.25,,,,14.0,2.0,,,1.0,Active
15199397,2016,GERMANY,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic,,,,,,275.88,200.64,238.26,,,,27.0,16.0,16.0,,6.0,Active
15205801,2016,FRANCE,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic,,5.0,,,,211.2,,180.4,,,,29.0,,82.0,,4.0,Active
15218130,2016,GERMANY,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic,,,,,,171.6,,,,,,102.0,,,,3.0,Active
15243656,2016,UNITED KINGDOM,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,,,,,,62.7,41.8,52.25,,,,19.0,,,,1.0,Active
15286805,2016,UNITED STATES,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research,,0.0,,,,,44.0,,,,,,23.0,,,1.0,Active
15301463,2016,BELGIUM,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate,,,,,,,149.6,,,,,,48.0,,,4.0,Active
15362642,2016,UNITED KINGDOM,MANAGER,$1bn+,1001 - 5000 employees,Academic,,9.0,,,,62.7,41.8,52.25,,,,2.0,,,,1.0,Active
15375555,2016,GERMANY,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research,,,,,,163.02,112.86,137.94,,,,31.0,7.0,,,3.0,Active
15386043,2016,UNITED KINGDOM,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,,10.0,,,,66.0,44.0,,,,,,20.0,,,1.0,Active
15451946,2016,UNITED STATES,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research,,,,,,,44.0,55.0,,,,,12.0,26.0,,1.0,Active
15465226,2016,FRANCE,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,,,,,,,211.2,250.8,,,,,1.0,136.0,,6.0,Active
15485365,2016,IRELAND,MANAGER,Less than $20m,0 - 10 employees,Corporate,,,,,,,44.0,55.0,,,,,26.0,12.0,,1.0,Active
15534224,2016,UNITED KINGDOM,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Research,,,,,,62.7,41.8,52.25,,,,26.0,,7.0,,1.0,Active
15575016,2016,GERMANY,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Research,,,,,,66.0,,55.0,,,,16.0,,6.0,,1.0,Active
15588169,2016,RUSSIA,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,,7.0,,,,200.64,142.12,171.38,,,,127.0,7.0,13.0,,4.0,Active
15596180,2016,NETHERLANDS,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research,,,,,,66.0,,55.0,,,,6.0,,36.0,,1.0,Active
15596766,2016,RUSSIA,SENIOR MANAGER,Less than $20m,0 - 10 employees,Academic,,9.0,,,,,,55.0,,,,,,4.0,,1.0,Active
15611778,2016,FRANCE,HEAD OF FUNCTION,$1bn+,5000+ employees,Research,,,,,,,44.0,,,,,,7.0,,,1.0,Active
15616237,2016,GERMANY,MANAGER,Less than $20m,0 - 10 employees,Research,,10.0,,,,62.7,41.8,52.25,,,,13.0,23.0,2.0,,1.0,Active
15650719,2016,NETHERLANDS,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,,9.0,,,,275.88,200.64,238.26,,,,15.0,7.0,103.0,,6.0,Active
15655437,2016,NETHERLANDS,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,,,,,,62.7,41.8,52.25,,,,9.0,22.0,11.0,,1.0,Active
15663346,2016,UNITED KINGDOM,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,,,,,,330.0,,275.0,,,,172.0,,43.0,,5.0,Active
15694570,2016,IRELAND,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic,,,,,,66.0,44.0,,,,,20.0,5.0,,,1.0,Active
15713301,2016,RUSSIA,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,,,,,,62.7,41.8,52.25,,,,7.0,,,,1.0,Active
15714966,2016,SPAIN,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate,,,,,,,149.6,,,,,,28.0,,,4.0,Active
15726984,2016,NETHERLANDS,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research,,,,,,313.5,209.0,261.25,,,,15.0,,54.0,,5.0,Active
15802766,2016,UNITED STATES,BOARD DIRECTOR,$1bn+,5000+ employees,Research,,,,,,62.7,41.8,52.25,,,,,,1.0,,1.0,Active
15846839,2016,SPAIN,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,,,,,,66.0,,55.0,,,,12.0,,5.0,,1.0,Active
15890959,2016,UNITED KINGDOM,MANAGER,$1bn+,5000+ employees,Academic,,8.0,,,,66.0,44.0,,,,,4.0,15.0,,,1.0,Active
15896839,2016,UNITED STATES,MANAGER,Less than $20m,0 - 10 employees,Research,,,,,,,44.0,55.0,,,,,2.0,4.0,,1.0,Active
15908102,2016,NETHERLANDS,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Research,,,,,,,149.6,180.4,,,,,48.0,16.0,,4.0,Active
15960965,2016,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,,,,,,,83.6,103.4,,,,,8.0,17.0,,2.0,Active
15961824,2016,FRANCE,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research,,,,,,,44.0,,,,,,6.0,,,1.0,Active
15993965,2016,RUSSIA,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,,,,,,,211.2,,,,,,216.0,,,6.0,Active
16004219,2016,GERMANY,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research,,,,,,,,55.0,,,,,,2.0,,1.0,Active
16027591,2016,UNITED STATES,MANAGER,$20-$50m,11 - 50 employees,Academic,,,,,,211.2,149.6,,,,,105.0,14.0,,,4.0,Active
16082827,2016,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research,,,,,,66.0,,55.0,,,,31.0,,11.0,,1.0,Active
16138861,2016,FRANCE,MANAGER,$500m-$1bn,501 - 1000 employees,Academic,,,,,,,44.0,,,,,,38.0,,,1.0,Active
16198141,2016,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,,,,,,62.7,41.8,52.25,,,,16.0,7.0,,,1.0,Active
16222969,2016,UNITED STATES,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,,,,,,66.0,44.0,,,,,6.0,25.0,,,1.0,Active
16232710,2016,SPAIN,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research,,10.0,,,,62.7,41.8,52.25,,,,23.0,1.0,3.0,,1.0,Active
16316629,2016,GERMANY,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research,,,,,,,220.0,275.0,,,,,24.0,5.0,,5.0,Active
16354305,2016,RUSSIA,MANAGER,$100-$500m,100 - 500 employees,Corporate,,,,,,163.02,112.86,137.94,,,,17.0,61.0,7.0,,3.0,Active
16394429,2016,SPAIN,MANAGER,$1bn+,5000+ employees,Research,,,,,,,149.6,180.4,,,,,36.0,55.0,,4.0,Active
16494885,2016,RUSSIA,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,,,,,,62.7,41.8,52.25,,,,29.0,9.0,4.0,,1.0,Active
16586063,2016,RUSSIA,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,,,,,,62.7,41.8,52.25,,,,,10.0,7.0,,1.0,Active
16592284,2016,RUSSIA,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic,,,,,,66.0,,55.0,,,,31.0,,5.0,,1.0,Active
16628180,2016,GERMANY,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,,,,,,200.64,142.12,171.38,,,,48.0,27.0,32.0,,4.0,Active
16671564,2016,FRANCE,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate,,7.0,,,,313.5,209.0,261.25,,,,16.0,36.0,97.0,,5.0,Active
16671636,2016,RUSSIA,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate,,,,,,313.5,209.0,261.25,,,,56.0,46.0,57.0,,5.0,Active
16673767,2016,RUSSIA,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate,,,,,,275.88,200.64,238.26,,,,135.0,8.0,,,6.0,Active
16692301,2016,UNITED STATES,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research,,,,,,66.0,,55.0,,,,19.0,,16.0,,1.0,Active
16744831,2016,UNITED KINGDOM,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,,,,,,,44.0,55.0,,,,,2.0,3.0,,1.0,Active
16750266,2016,RUSSIA,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research,,,,,,66.0,,55.0,,,,30.0,,6.0,,1.0,Active
16832179,2016,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research,,,,,,,44.0,55.0,,,,,17.0,15.0,,1.0,Active
16879837,2016,UNITED KINGDOM,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,,,,,,,149.6,180.4,,,,,63.0,72.0,,4.0,Active
16953808,2016,SPAIN,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research,,10.0,,,,,44.0,55.0,,,,,,1.0,,1.0,Active
16985118,2016,UNITED STATES,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Academic,,,,,,66.0,,55.0,,,,4.0,,6.0,,1.0,Active
16993532,2016,UNITED KINGDOM,MANAGER,$20-$50m,51 - 100 employees,Academic,,,,,,330.0,,275.0,,,,99.0,,66.0,,5.0,Active
17000661,2016,SPAIN,SENIOR MANAGER,$1bn+,5000+ employees,Corporate,,,,,,,44.0,,,,,,29.0,,,1.0,Active
17018376,2016,UNITED STATES,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Academic,,,,,,62.7,41.8,52.25,,,,4.0,,,,1.0,Active
17081638,2016,GERMANY,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic,,,,,,290.4,,250.8,,,,57.0,,182.0,,6.0,Active
17082347,2016,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research,,,,,,,44.0,,,,,,1.0,,,1.0,Active
17089458,2016,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Research,,8.0,,,,,,145.2,,,,,,60.0,,3.0,Active
17131781,2016,GERMANY,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,,,,,,,,55.0,,,,,,31.0,,1.0,Active
17218227,2016,GERMANY,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,,9.0,,,,275.88,200.64,238.26,,,,45.0,27.0,17.0,,6.0,Active
17219905,2016,GERMANY,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,,10.0,,,,275.88,200.64,238.26,,,,6.0,,11.0,,6.0,Active
17225972,2016,UNITED STATES,BOARD DIRECTOR,$1bn+,5000+ employees,Research,,,,,,,,55.0,,,,,,29.0,,1.0,Active
17234628,2016,UNITED KINGDOM,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,,,,,,62.7,41.8,52.25,,,,6.0,18.0,3.0,,1.0,Active
17242732,2016,GERMANY,MANAGER,$50-$100m,100 - 500 employees,Academic,,7.0,,,,66.0,,55.0,,,,1.0,,39.0,,1.0,Active
17248159,2016,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research,,,,,,66.0,,55.0,,,,27.0,,3.0,,1.0,Active
17261620,2016,UNITED KINGDOM,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,,,,,,275.88,200.64,238.26,,,,54.0,4.0,6.0,,6.0,Active
17273157,2016,FRANCE,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic,,,,,,,118.8,145.2,,,,,24.0,17.0,,3.0,Active
17300066,2016,RUSSIA,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Corporate,,7.0,,,,211.2,,180.4,,,,10.0,,1.0,,4.0,Active
17304521,2016,FRANCE,MANAGER,$50-$100m,100 - 500 employees,Research,,,,,,66.0,,55.0,,,,8.0,,34.0,,1.0,Active
17312588,2016,FRANCE,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research,,,,,,,211.2,,,,,,90.0,,,6.0,Active
17408344,2016,SPAIN,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Research,,,,,,,211.2,250.8,,,,,84.0,17.0,,6.0,Active
17425126,2016,GERMANY,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research,,,,,,,44.0,,,,,,31.0,,,1.0,Active
17452124,2016,RUSSIA,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,,,,,,200.64,142.12,171.38,,,,10.0,3.0,117.0,,4.0,Active
17471863,2016,RUSSIA,MANAGER,$500m-$1bn,1001 - 5000 employees,Academic,,10.0,,,,62.7,41.8,52.25,,,,13.0,2.0,10.0,,1.0,Active
17497523,2016,GERMANY,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate,,10.0,,,,66.0,,,,,,29.0,,,,1.0,Active
17514267,2016,UNITED KINGDOM,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research,,,,,,211.2,149.6,,,,,48.0,23.0,,,4.0,Active
17603671,2016,RUSSIA,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research,,,,,,66.0,,,,,,24.0,,,,1.0,Active
17692136,2016,UNITED STATES,MANAGER,$1bn+,5000+ employees,Academic,,9.0,,,,62.7,41.8,52.25,,,,37.0,1.0,1.0,,1.0,Active
17718323,2016,RUSSIA,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,,7.0,,,,171.6,118.8,,,,,6.0,23.0,,,3.0,Active
17747846,2016,NETHERLANDS,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,,,,,,,149.6,,,,,,4.0,,,4.0,Active
17945202,2016,FRANCE,MANAGER,$50-$100m,51 - 100 employees,Corporate,,,,,,,44.0,55.0,,,,,12.0,10.0,,1.0,Active
17958052,2016,RUSSIA,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Academic,,,,,,290.4,211.2,,,,,48.0,17.0,,,6.0,Active
17972072,2016,RUSSIA,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,,9.0,,,,,44.0,,,,,,33.0,,,1.0,Active
18038271,2016,SPAIN,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate,,,,,,200.64,142.12,171.38,,,,88.0,52.0,35.0,,4.0,Active
18059165,2016,RUSSIA,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Academic,,,,,,163.02,112.86,137.94,,,,33.0,10.0,4.0,,3.0,Active
18061409,2016,NETHERLANDS,MANAGER,$50-$100m,100 - 500 employees,Academic,,,,,,,44.0,55.0,,,,,18.0,7.0,,1.0,Active
18068465,2016,FRANCE,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research,,8.0,,,,290.4,,250.8,,,,4.0,,235.0,,6.0,Active
18084089,2016,UNITED STATES,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research,,,,,,66.0,44.0,,,,,21.0,11.0,,,1.0,Active
18101053,2016,BELGIUM,SENIOR MANAGER,$50-$100m,100 - 500 employees,Academic,,,,,,313.5,209.0,261.25,,,,80.0,17.0,3.0,,5.0,Active
18160091,2016,SPAIN,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research,,8.0,,,,62.7,41.8,52.25,,,,27.0,1.0,8.0,,1.0,Active
18176094,2016,UNITED STATES,MANAGER,$500m-$1bn,1001 - 5000 employees,Research,,10.0,,,,,,250.8,,,,,,192.0,,6.0,Active
18271414,2016,GERMANY,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,,9.0,,,,62.7,41.8,52.25,,,,15.0,1.0,,,1.0,Active
18283985,2016,NETHERLANDS,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Academic,,,,,,66.0,,,,,,15.0,,,,1.0,Active
18320655,2016,UNITED STATES,SENIOR MANAGER,$50-$100m,100 - 500 employees,Academic,,7.0,,,,117.04,79.42,98.23,,,,3.0,19.0,15.0,,2.0,Active
18428702,2016,SPAIN,SENIOR MANAGER,$50-$100m,51 - 100 employees,Academic,,6.0,,,,123.2,,103.4,,,,4.0,,7.0,,2.0,Active
18441355,2016,UNITED KINGDOM,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Research,,,,,,66.0,,55.0,,,,,,17.0,,1.0,Active
18443934,2016,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate,,,,,,62.7,41.8,52.25,,,,1.0,,,,1.0,Active
18445928,2016,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate,,,,,,62.7,41.8,52.25,,,,26.0,,7.0,,1.0,Active
18459633,2016,RUSSIA,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,,,,,,,44.0,55.0,,,,,8.0,,,1.0,Active
18493521,2016,FRANCE,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate,,,,,,66.0,,55.0,,,,5.0,,5.0,,1.0,Active
18515999,2016,GERMANY,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,,,,,,,211.2,250.8,,,,,187.0,16.0,,6.0,Active
18526253,2016,NETHERLANDS,MANAGER,$50-$100m,51 - 100 employees,Corporate,,9.0,,,,275.88,200.64,238.26,,,,7.0,15.0,,,6.0,Active
18553765,2016,RUSSIA,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research,,,,,,,149.6,180.4,,,,,55.0,28.0,,4.0,Active
18560589,2016,NETHERLANDS,SENIOR MANAGER,Less than $20m,0 - 10 employees,Research,,,,,,66.0,44.0,,,,,21.0,4.0,,,1.0,Active
18611967,2016,GERMANY,MANAGER,$1bn+,1001 - 5000 employees,Research,,10.0,,,,,211.2,,,,,,90.0,,,6.0,Active
18619062,2016,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Research,,,,,,330.0,220.0,,,,,78.0,117.0,,,5.0,Active
18625739,2016,IRELAND,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research,,10.0,,,,,211.2,250.8,,,,,40.0,79.0,,6.0,Active
18658271,2016,FRANCE,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate,,2.0,,,,66.0,44.0,,,,,16.0,18.0,,,1.0,Active
18663954,2016,FRANCE,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic,,10.0,,,,62.7,41.8,52.25,,,,7.0,12.0,20.0,,1.0,Active
18696855,2016,IRELAND,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate,,,,,,,44.0,,,,,,29.0,,,1.0,Active
18709195,2016,RUSSIA,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research,,,,,,66.0,,55.0,,,,25.0,,10.0,,1.0,Active
18755775,2016,UNITED STATES,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic,,,,,,66.0,44.0,,,,,31.0,,,,1.0,Active
18763302,2016,GERMANY,MANAGER,$20-$50m,51 - 100 employees,Academic,,,,,,,,55.0,,,,,,,,1.0,Active
18848760,2016,UNITED KINGDOM,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,,,,,,66.0,,,,,,9.0,,,,1.0,Active
18854095,2016,UNITED STATES,MANAGER,$100-$500m,100 - 500 employees,Academic,,,,,,290.4,,250.8,,,,39.0,,170.0,,6.0,Active
18862763,2016,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,0 - 10 employees,Academic,,,,,,313.5,209.0,261.25,,,,151.0,6.0,6.0,,5.0,Active
18864593,2016,FRANCE,MANAGER,Less than $20m,0 - 10 employees,Corporate,,,,,,313.5,209.0,261.25,,,,60.0,19.0,,,5.0,Active
18872092,2016,FRANCE,SENIOR MANAGER,$50-$100m,51 - 100 employees,Academic,,,,,,275.88,200.64,238.26,,,,25.0,5.0,5.0,,6.0,Active
18901592,2016,UNITED KINGDOM,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,,,,,,123.2,,,,,,28.0,,,,2.0,Active
18930625,2016,RUSSIA,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic,,,,,,,44.0,55.0,,,,,35.0,8.0,,1.0,Active
18940604,2016,BELGIUM,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,,,,,,117.04,79.42,98.23,,,,45.0,19.0,8.0,,2.0,Active
18952983,2016,GERMANY,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate,,,,,,275.88,200.64,238.26,,,,96.0,25.0,10.0,,6.0,Active
18974741,2016,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research,,,,,,66.0,,55.0,,,,4.0,,34.0,,1.0,Active
18985133,2016,SPAIN,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Corporate,,,,,,66.0,,55.0,,,,5.0,,1.0,,1.0,Active
19003432,2016,RUSSIA,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Academic,,,,,,66.0,44.0,,,,,3.0,4.0,,,1.0,Active
19015587,2016,GERMANY,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research,,,,,,,,55.0,,,,,,8.0,,1.0,Active
19019406,2016,IRELAND,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,,,,,,,,55.0,,,,,,44.0,,1.0,Active
19033110,2016,NETHERLANDS,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,,,,,,66.0,44.0,,,,,1.0,24.0,,,1.0,Active
19128288,2016,UNITED STATES,MANAGER,$50-$100m,51 - 100 employees,Corporate,,,,,,,,55.0,,,,,,29.0,,1.0,Active
19136688,2016,RUSSIA,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research,,10.0,,,,62.7,41.8,52.25,,,,17.0,,2.0,,1.0,Active
19287655,2016,RUSSIA,HEAD OF FUNCTION,$1bn+,5000+ employees,Research,,,,,,62.7,41.8,52.25,,,,,,,,1.0,Active
19298528,2016,IRELAND,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research,,,,,,,44.0,55.0,,,,,1.0,1.0,,1.0,Active
19309115,2016,FRANCE,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,,,,,,290.4,,250.8,,,,43.0,,52.0,,6.0,Active
19315950,2016,UNITED STATES,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic,,,,,,290.4,,250.8,,,,78.0,,5.0,,6.0,Active
19316950,2016,IRELAND,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Academic,,,,,,211.2,149.6,,,,,137.0,26.0,,,4.0,Active
19329515,2016,SPAIN,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research,,8.0,,,,,44.0,,,,,,12.0,,,1.0,Active
19343424,2016,NETHERLANDS,MANAGER,$50-$100m,51 - 100 employees,Corporate,,,,,,290.4,,250.8,,,,173.0,,60.0,,6.0,Active
19363815,2016,UNITED STATES,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,,6.0,,,,,44.0,,,,,,5.0,,,1.0,Active
19404718,2016,UNITED STATES,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,,9.0,,,,,44.0,,,,,,19.0,,,1.0,Active
19447821,2016,GERMANY,SENIOR MANAGER,Less than $20m,0 - 10 employees,Academic,,9.0,,,,66.0,44.0,,,,,19.0,3.0,,,1.0,Active
19464641,2016,GERMANY,MANAGER,$50-$100m,100 - 500 employees,Research,,,,,,,44.0,,,,,,31.0,,,1.0,Active
19510076,2016,NETHERLANDS,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Research,,,,,,,83.6,,,,,,68.0,,,2.0,Active
19608798,2016,RUSSIA,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,,8.0,,,,62.7,41.8,52.25,,,,4.0,2.0,,,1.0,Active
19628521,2016,UNITED KINGDOM,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Academic,,7.0,,,,,,55.0,,,,,,5.0,,1.0,Active
19643359,2016,NETHERLANDS,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,,,,,,,44.0,,,,,,25.0,,,1.0,Active
19680859,2016,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Academic,,,,,,66.0,,55.0,,,,2.0,,2.0,,1.0,Active
19723430,2016,RUSSIA,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate,,8.0,,,,,44.0,,,,,,39.0,,,1.0,Active
19794363,2016,BELGIUM,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate,,10.0,,,,66.0,,55.0,,,,8.0,,23.0,,1.0,Active
19816071,2016,GERMANY,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,,,,,,66.0,,55.0,,,,,,,,1.0,Active
19818075,2016,IRELAND,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,,,,,,62.7,41.8,52.25,,,,3.0,3.0,,,1.0,Active
19856977,2016,GERMANY,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Corporate,,,,,,62.7,41.8,52.25,,,,,,,,1.0,Active
19873650,2016,GERMANY,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Academic,,,,,,62.7,41.8,52.25,,,,11.0,1.0,,,1.0,Active
19924085,2016,RUSSIA,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,,,,,,,44.0,,,,,,9.0,,,1.0,Active
